"mot_quali";"pvalue_quali";"mean_quali";"occu_mot";"mot_defaut";"pvalue_defaut";"mean_defaut";"occu_mot"
"Assez_protéines";1,43144697285871e-11;0,0940251095405405;37;"Pas_assez_protéines";0,0382063571686602;-0,09904210075;4
"Assez_produits_laitiers";8,52349432310619e-07;0,0594716104333333;30;"Trop_produits_laitiers";0,0392837299264894;-0,07680576525;4
"Assez_fruits";2,63169961745038e-06;0,0628362138205128;39;"Trop_fruits";0,0637910188287071;-0,103345464666667;3
"Assez_légumes";6,74268120064351e-06;0,0499338044642857;28;"Pas_assez_légumes";0,333516337560051;-0,00657007078571428;14
"Assez_féculents";0,00047149136686921;0,0494621223;20;"Viande_maigre";0,721304646618957;0,010822544;2
"Coloré";0,000945903109378175;0,0657195352857143;7;"Diversifié";0,882121406367793;0,028765344;4
"Trop_féculents";0,00936244722218834;0,0496120429047619;21;"Trop_féculents";0,990637552777812;0,0496120429047619;21
"Diversifié";0,117878593632207;0,028765344;4;"Coloré";0,999054096890622;0,0657195352857143;7
"Viande_maigre";0,278695353381043;0,010822544;2;"Assez_féculents";0,999528508633131;0,0494621223;20
"Pas_assez_légumes";0,666483662439949;-0,00657007078571428;14;"Assez_légumes";0,999993257318799;0,0499338044642857;28
"Trop_fruits";0,936208981171293;-0,103345464666667;3;"Assez_fruits";0,999997368300383;0,0628362138205128;39
"Trop_produits_laitiers";0,960716270073511;-0,07680576525;4;"Assez_produits_laitiers";0,999999147650568;0,0594716104333333;30
"Pas_assez_protéines";0,96179364283134;-0,09904210075;4;"Assez_protéines";0,999999999985685;0,0940251095405405;37
"Viande_blanche";NA;0,030646461;1;"Viande_blanche";NA;0,030646461;1
"Assez_gras";NA;-0,016660057;1;"Assez_gras";NA;-0,016660057;1
"Pas_assez_protéine";NA;-0,00326009;1;"Pas_assez_protéine";NA;-0,00326009;1
"Curiosité";NA;0,006764319;1;"Curiosité";NA;0,006764319;1
"Pas_assez_féculents";NA;-0,213958729;1;"Pas_assez_féculents";NA;-0,213958729;1
"Produits_non_transformés";NA;0,073203984;1;"Produits_non_transformés";NA;0,073203984;1
"Pas_assez_gras";NA;0,002719582;1;"Pas_assez_gras";NA;0,002719582;1
"Pas_assez_diversifié";NA;-0,074836553;1;"Pas_assez_diversifié";NA;-0,074836553;1
"Pas_assez_garni";NA;0,003721873;1;"Pas_assez_garni";NA;0,003721873;1
"Antioxydants";NA;0,007711183;1;"Antioxydants";NA;0,007711183;1
"Trop_sec";NA;0,00273385;1;"Trop_sec";NA;0,00273385;1
"Pas_sucre_ajouté";NA;-0,02160603;1;"Pas_sucre_ajouté";NA;-0,02160603;1
NA;NA;NA;NA;NA;NA;NA;NA
