"mot_quali";"pvalue_quali";"mean_quali";"occu_mot";"mot_defaut";"pvalue_defaut";"mean_defaut";"occu_mot"
"Assez_protéines";5,21851912708128e-08;0,0764218333571429;28;"Trop_sucré";1,48574669716553e-14;-0,125142048060606;33
"Assez_fruits";1,76454345956852e-05;0,0631923864761905;21;"Produits_transformés";2,96787355342584e-14;-0,1548586212;25
"Assez_légumes";0,000302496296483134;0,112268635;10;"Trop_gras";9,6469127662786e-13;-0,0720662296;25
"Pas_assez_produits_laitiers";0,0418713530715349;0,0086509085;2;"Pas_assez_légumes";1,4683608212818e-12;-0,0648996225428571;35
"Trop_féculents";0,153515636315702;0,01593038075;8;"Pas_assez_fruits";1,12035143711941e-09;-0,0957114714347826;23
"Assez_féculents";0,245431377998558;0,00383526076666667;30;"Trop_protéines";0,00039141427931918;-0,0525810707333333;15
"Pas_assez_diversifié";0,51292180661972;-0,00076722775;4;"Mauvais_fruits";0,00244924780674796;-0,0267374371428571;7
"Pas_assez_protéines";0,539616759520943;-0,002818202;2;"Trop_salé";0,00263227471380434;-0,0234798455;4
"Pas_assez_fibres";0,549384860151297;-0,0014166485;2;"Pas_assez_féculents";0,0121143919641853;-0,0390253418571429;7
"Trop_calorique";0,605742607218797;-0,00171064733333333;3;"Mauvaises_protéines";0,0172115417465816;-0,0328010208;5
"Mauvais_féculents";0,821248101158508;-0,002737725;3;"Mauvais_féculents";0,178751898841492;-0,002737725;3
"Mauvaises_protéines";0,982788458253418;-0,0328010208;5;"Trop_calorique";0,394257392781203;-0,00171064733333333;3
"Pas_assez_féculents";0,987885608035815;-0,0390253418571429;7;"Pas_assez_fibres";0,450615139848703;-0,0014166485;2
"Trop_salé";0,997367725286196;-0,0234798455;4;"Pas_assez_protéines";0,460383240479057;-0,002818202;2
"Mauvais_fruits";0,997550752193252;-0,0267374371428571;7;"Pas_assez_diversifié";0,48707819338028;-0,00076722775;4
"Trop_protéines";0,999608585720681;-0,0525810707333333;15;"Assez_féculents";0,754568622001442;0,00383526076666667;30
