"item_id","num","tester_id","id_form","zone","nb_visites","tps"
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,1,5,2283
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,2,10,2397
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,3,4,1675
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,4,5,1514
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,5,9,5525
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"131f7620-d15d-4560-86ab-564145745b9b",48,1,13,3283
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"131f7620-d15d-4560-86ab-564145745b9b",48,2,13,6302
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"131f7620-d15d-4560-86ab-564145745b9b",48,3,4,1975
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"131f7620-d15d-4560-86ab-564145745b9b",48,4,11,2073
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"131f7620-d15d-4560-86ab-564145745b9b",48,5,15,5416
"213479f7-39af-4b83-b0e9-4ba473d27429",756,"131f7620-d15d-4560-86ab-564145745b9b",48,1,1,314
"213479f7-39af-4b83-b0e9-4ba473d27429",756,"131f7620-d15d-4560-86ab-564145745b9b",48,2,4,1516
"213479f7-39af-4b83-b0e9-4ba473d27429",756,"131f7620-d15d-4560-86ab-564145745b9b",48,3,2,1679
"213479f7-39af-4b83-b0e9-4ba473d27429",756,"131f7620-d15d-4560-86ab-564145745b9b",48,4,3,1283
"213479f7-39af-4b83-b0e9-4ba473d27429",756,"131f7620-d15d-4560-86ab-564145745b9b",48,5,7,4311
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a",421,"131f7620-d15d-4560-86ab-564145745b9b",48,1,1,159
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a",421,"131f7620-d15d-4560-86ab-564145745b9b",48,2,3,451
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a",421,"131f7620-d15d-4560-86ab-564145745b9b",48,3,2,801
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a",421,"131f7620-d15d-4560-86ab-564145745b9b",48,4,9,3914
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a",421,"131f7620-d15d-4560-86ab-564145745b9b",48,5,3,963
"cc2a8b56-732c-4e4c-a058-248783b68587",489,"131f7620-d15d-4560-86ab-564145745b9b",48,1,3,479
"cc2a8b56-732c-4e4c-a058-248783b68587",489,"131f7620-d15d-4560-86ab-564145745b9b",48,2,5,1744
"cc2a8b56-732c-4e4c-a058-248783b68587",489,"131f7620-d15d-4560-86ab-564145745b9b",48,3,1,113
"cc2a8b56-732c-4e4c-a058-248783b68587",489,"131f7620-d15d-4560-86ab-564145745b9b",48,4,4,3065
"cc2a8b56-732c-4e4c-a058-248783b68587",489,"131f7620-d15d-4560-86ab-564145745b9b",48,5,8,8043
"dd13fcba-0ae1-43d3-9d32-1672ed84f151",327,"131f7620-d15d-4560-86ab-564145745b9b",48,1,2,794
"dd13fcba-0ae1-43d3-9d32-1672ed84f151",327,"131f7620-d15d-4560-86ab-564145745b9b",48,2,6,2250
"dd13fcba-0ae1-43d3-9d32-1672ed84f151",327,"131f7620-d15d-4560-86ab-564145745b9b",48,3,0,0
"dd13fcba-0ae1-43d3-9d32-1672ed84f151",327,"131f7620-d15d-4560-86ab-564145745b9b",48,4,4,784
