"item_id","zone","Nom_zone","num","tester_id","id_form","nb_visites","tps"
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"4ed0a862-3163-449b-bb48-ca8b9ce3add0",26,21,8508
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"cc933e0b-091f-4ef4-bfc8-11f2076d4396",25,13,3338
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"073891b7-a928-4ff0-83e3-56f4d1a6315e",24,8,3681
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"9577727a-fa45-4185-9778-4a56a41cf0f6",22,2,837
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee",23,4,1299
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"bf743fbf-9be2-49a1-bf7e-0b53276e6529",21,3,595
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78",20,5,535
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"035a43cf-cf88-4675-85e7-11eeb0b3641c",18,15,6390
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"65681129-f83c-4293-9ce3-9d1429367fd0",19,13,3182
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"398e712a-fae6-451d-83c9-a7e500227e62",17,3,512
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c",15,5,2197
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"27e050a3-45e8-4076-9c25-32be9040da4e",16,7,3723
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"06026e76-f9a4-4fb9-877d-bcd33373cdab",13,25,8048
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a",14,1,95
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"de86783a-ac86-419a-a230-dad6b421fba4",11,5,959
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"cea293cd-b0b1-40ea-8e71-756b3956e8ad",10,11,5259
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"055d198c-f8b0-47b7-9eb3-94fc57808f93",9,17,3471
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"54c68134-2c2a-4f2e-974b-32310830af0e",8,8,2211
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"df6523cd-3270-4298-8d6f-00aa8e9455e6",7,9,2573
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"9610f0dd-ff9f-4bd4-b311-459a04f965ca",5,5,693
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1",6,9,1710
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"646465ef-0ad6-44cc-bd31-de24e1487943",4,8,1336
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"10e732f6-9a6a-474a-82e2-a4060fc8dffe",3,9,2707
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"131ecf76-b806-4557-b2c0-183a418357ba",2,2,424
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"38c90b27-ea8c-4111-a922-4e81390fefab",37,5,1094
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18",36,2,648
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"c19419a4-de5b-4642-b925-120bf7999f25",33,9,2362
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1",32,2,351
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"98a2ab99-afcb-447e-ae8d-4b96b374e4d7",31,4,510
"34359006-f70f-438e-85d0-420cf2fe6944","2","feculents",156,"4436282c-7d0f-4334-ba8d-80b7cfe2b849",30,1,539
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"131f7620-d15d-4560-86ab-564145745b9b",48,4,1675
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"b20e7a20-ca68-410c-8214-fbb92bfdfe17",47,8,2249
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"c464d108-c77f-41e7-bcbc-d5855c9a7968",45,12,2382
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef",46,3,600
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe",44,0,0
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"a724528f-7fe6-4ad6-bba1-21cb02db2af5",43,2,695
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"14229a71-f44e-4149-9f3c-aa7415691eae",42,2,1281
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"149c1889-4e83-4153-b763-54fb60e60d99",41,4,1136
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"e433aa11-cdb7-4733-88a9-7067cf52299b",40,4,1039
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"fd0537e8-3103-47f8-9998-44570bb8a45e",39,7,1234
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"199d1269-1d8a-420a-a986-1f4f2ab4355f",38,1,199
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"915ec45f-204b-411d-8ed7-7fdecb385e39",35,7,3472
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"e87291fb-8da5-4c7a-af30-4413737f2401",29,2,432
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"03964ff9-d24f-4a0a-a492-3a177e16eb11",28,2,353
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"473d2e90-02dd-483e-ad19-3966ec20050a",27,4,585
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"4ed0a862-3163-449b-bb48-ca8b9ce3add0",26,5,1830
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"cc933e0b-091f-4ef4-bfc8-11f2076d4396",25,5,382
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"073891b7-a928-4ff0-83e3-56f4d1a6315e",24,4,1133
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"9577727a-fa45-4185-9778-4a56a41cf0f6",22,1,330
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee",23,0,0
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"bf743fbf-9be2-49a1-bf7e-0b53276e6529",21,3,1242
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78",20,2,774
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"035a43cf-cf88-4675-85e7-11eeb0b3641c",18,8,2020
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"65681129-f83c-4293-9ce3-9d1429367fd0",19,6,2996
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"398e712a-fae6-451d-83c9-a7e500227e62",17,1,62
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c",15,2,240
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"27e050a3-45e8-4076-9c25-32be9040da4e",16,0,0
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"06026e76-f9a4-4fb9-877d-bcd33373cdab",13,11,2389
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a",14,5,1340
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"de86783a-ac86-419a-a230-dad6b421fba4",11,4,843
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"cea293cd-b0b1-40ea-8e71-756b3956e8ad",10,3,950
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"055d198c-f8b0-47b7-9eb3-94fc57808f93",9,10,2447
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"54c68134-2c2a-4f2e-974b-32310830af0e",8,4,562
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"df6523cd-3270-4298-8d6f-00aa8e9455e6",7,6,1823
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"9610f0dd-ff9f-4bd4-b311-459a04f965ca",5,2,610
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1",6,3,818
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"646465ef-0ad6-44cc-bd31-de24e1487943",4,8,2780
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"10e732f6-9a6a-474a-82e2-a4060fc8dffe",3,3,1811
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"131ecf76-b806-4557-b2c0-183a418357ba",2,1,17
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"38c90b27-ea8c-4111-a922-4e81390fefab",37,2,363
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18",36,2,500
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"c19419a4-de5b-4642-b925-120bf7999f25",33,6,1442
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1",32,0,0
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"98a2ab99-afcb-447e-ae8d-4b96b374e4d7",31,2,607
"34359006-f70f-438e-85d0-420cf2fe6944","3","feculents",156,"4436282c-7d0f-4334-ba8d-80b7cfe2b849",30,3,1269
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"131f7620-d15d-4560-86ab-564145745b9b",48,5,1514
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"b20e7a20-ca68-410c-8214-fbb92bfdfe17",47,1,99
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"c464d108-c77f-41e7-bcbc-d5855c9a7968",45,7,1748
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef",46,6,2430
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe",44,4,1000
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"a724528f-7fe6-4ad6-bba1-21cb02db2af5",43,11,5788
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"14229a71-f44e-4149-9f3c-aa7415691eae",42,3,1699
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"149c1889-4e83-4153-b763-54fb60e60d99",41,6,1582
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"e433aa11-cdb7-4733-88a9-7067cf52299b",40,23,8415
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"fd0537e8-3103-47f8-9998-44570bb8a45e",39,12,3197
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"199d1269-1d8a-420a-a986-1f4f2ab4355f",38,1,644
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"915ec45f-204b-411d-8ed7-7fdecb385e39",35,9,5585
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"e87291fb-8da5-4c7a-af30-4413737f2401",29,2,1125
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"03964ff9-d24f-4a0a-a492-3a177e16eb11",28,4,1344
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"473d2e90-02dd-483e-ad19-3966ec20050a",27,2,635
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"4ed0a862-3163-449b-bb48-ca8b9ce3add0",26,6,1620
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"cc933e0b-091f-4ef4-bfc8-11f2076d4396",25,11,4375
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"073891b7-a928-4ff0-83e3-56f4d1a6315e",24,2,995
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"9577727a-fa45-4185-9778-4a56a41cf0f6",22,2,1137
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee",23,3,784
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"bf743fbf-9be2-49a1-bf7e-0b53276e6529",21,2,350
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78",20,3,995
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"035a43cf-cf88-4675-85e7-11eeb0b3641c",18,9,4887
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"65681129-f83c-4293-9ce3-9d1429367fd0",19,12,3735
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"398e712a-fae6-451d-83c9-a7e500227e62",17,2,160
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c",15,5,2188
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"27e050a3-45e8-4076-9c25-32be9040da4e",16,4,1993
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"06026e76-f9a4-4fb9-877d-bcd33373cdab",13,13,3105
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a",14,5,1376
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"de86783a-ac86-419a-a230-dad6b421fba4",11,4,1478
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"cea293cd-b0b1-40ea-8e71-756b3956e8ad",10,6,2421
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"055d198c-f8b0-47b7-9eb3-94fc57808f93",9,0,0
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"54c68134-2c2a-4f2e-974b-32310830af0e",8,8,2334
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"df6523cd-3270-4298-8d6f-00aa8e9455e6",7,9,4179
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"9610f0dd-ff9f-4bd4-b311-459a04f965ca",5,3,1107
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1",6,6,2010
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"646465ef-0ad6-44cc-bd31-de24e1487943",4,6,1915
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"10e732f6-9a6a-474a-82e2-a4060fc8dffe",3,6,6355
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"131ecf76-b806-4557-b2c0-183a418357ba",2,1,194
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"38c90b27-ea8c-4111-a922-4e81390fefab",37,2,613
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18",36,2,498
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"c19419a4-de5b-4642-b925-120bf7999f25",33,3,1674
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"6caef30c-9e58-4bd8-bf6a-e3dcac4256f1",32,3,3169
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"98a2ab99-afcb-447e-ae8d-4b96b374e4d7",31,6,2359
"34359006-f70f-438e-85d0-420cf2fe6944","4","legumes",156,"4436282c-7d0f-4334-ba8d-80b7cfe2b849",30,1,382
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"131f7620-d15d-4560-86ab-564145745b9b",48,9,5525
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"b20e7a20-ca68-410c-8214-fbb92bfdfe17",47,3,1517
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"c464d108-c77f-41e7-bcbc-d5855c9a7968",45,11,9605
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef",46,9,2945
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe",44,2,990
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"a724528f-7fe6-4ad6-bba1-21cb02db2af5",43,12,8833
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"14229a71-f44e-4149-9f3c-aa7415691eae",42,7,2936
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"149c1889-4e83-4153-b763-54fb60e60d99",41,7,1848
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"e433aa11-cdb7-4733-88a9-7067cf52299b",40,16,6826
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"fd0537e8-3103-47f8-9998-44570bb8a45e",39,13,8509
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"199d1269-1d8a-420a-a986-1f4f2ab4355f",38,4,1798
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"915ec45f-204b-411d-8ed7-7fdecb385e39",35,11,6098
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"e87291fb-8da5-4c7a-af30-4413737f2401",29,4,1519
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"03964ff9-d24f-4a0a-a492-3a177e16eb11",28,5,1666
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"473d2e90-02dd-483e-ad19-3966ec20050a",27,4,2162
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"4ed0a862-3163-449b-bb48-ca8b9ce3add0",26,11,3737
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"cc933e0b-091f-4ef4-bfc8-11f2076d4396",25,6,2116
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"073891b7-a928-4ff0-83e3-56f4d1a6315e",24,4,2832
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"9577727a-fa45-4185-9778-4a56a41cf0f6",22,3,1996
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee",23,3,1234
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"bf743fbf-9be2-49a1-bf7e-0b53276e6529",21,3,2570
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78",20,2,1625
"34359006-f70f-438e-85d0-420cf2fe6944","5","feculents/proteines",156,"035a43cf-cf88-4675-85e7-11eeb0b3641c",18,8,5157
