"item_id","num","tester_id","id_form","zone","nb_visites","tps"
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe",44,1,1,549
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe",44,2,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe",44,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe",44,4,2,160
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe",44,5,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef",46,1,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef",46,2,1,149
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef",46,3,1,312
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef",46,4,2,538
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef",46,5,3,912
"34359006-f70f-438e-85d0-420cf2fe6944",156,"c464d108-c77f-41e7-bcbc-d5855c9a7968",45,1,4,518
"34359006-f70f-438e-85d0-420cf2fe6944",156,"c464d108-c77f-41e7-bcbc-d5855c9a7968",45,2,1,692
"34359006-f70f-438e-85d0-420cf2fe6944",156,"c464d108-c77f-41e7-bcbc-d5855c9a7968",45,3,3,555
"34359006-f70f-438e-85d0-420cf2fe6944",156,"c464d108-c77f-41e7-bcbc-d5855c9a7968",45,4,2,525
"34359006-f70f-438e-85d0-420cf2fe6944",156,"c464d108-c77f-41e7-bcbc-d5855c9a7968",45,5,3,2255
"34359006-f70f-438e-85d0-420cf2fe6944",156,"b20e7a20-ca68-410c-8214-fbb92bfdfe17",47,1,1,368
"34359006-f70f-438e-85d0-420cf2fe6944",156,"b20e7a20-ca68-410c-8214-fbb92bfdfe17",47,2,2,551
"34359006-f70f-438e-85d0-420cf2fe6944",156,"b20e7a20-ca68-410c-8214-fbb92bfdfe17",47,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"b20e7a20-ca68-410c-8214-fbb92bfdfe17",47,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"b20e7a20-ca68-410c-8214-fbb92bfdfe17",47,5,1,609
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,1,2,677
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,2,3,1137
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,4,1,609
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131f7620-d15d-4560-86ab-564145745b9b",48,5,1,208
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131ecf76-b806-4557-b2c0-183a418357ba",2,1,1,226
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131ecf76-b806-4557-b2c0-183a418357ba",2,2,1,15
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131ecf76-b806-4557-b2c0-183a418357ba",2,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131ecf76-b806-4557-b2c0-183a418357ba",2,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"131ecf76-b806-4557-b2c0-183a418357ba",2,5,1,180
"34359006-f70f-438e-85d0-420cf2fe6944",156,"10e732f6-9a6a-474a-82e2-a4060fc8dffe",3,1,2,1123
"34359006-f70f-438e-85d0-420cf2fe6944",156,"10e732f6-9a6a-474a-82e2-a4060fc8dffe",3,2,2,546
"34359006-f70f-438e-85d0-420cf2fe6944",156,"10e732f6-9a6a-474a-82e2-a4060fc8dffe",3,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"10e732f6-9a6a-474a-82e2-a4060fc8dffe",3,4,1,1571
"34359006-f70f-438e-85d0-420cf2fe6944",156,"10e732f6-9a6a-474a-82e2-a4060fc8dffe",3,5,3,1465
"34359006-f70f-438e-85d0-420cf2fe6944",156,"646465ef-0ad6-44cc-bd31-de24e1487943",4,1,1,370
"34359006-f70f-438e-85d0-420cf2fe6944",156,"646465ef-0ad6-44cc-bd31-de24e1487943",4,2,1,205
"34359006-f70f-438e-85d0-420cf2fe6944",156,"646465ef-0ad6-44cc-bd31-de24e1487943",4,3,2,914
"34359006-f70f-438e-85d0-420cf2fe6944",156,"646465ef-0ad6-44cc-bd31-de24e1487943",4,4,1,32
"34359006-f70f-438e-85d0-420cf2fe6944",156,"646465ef-0ad6-44cc-bd31-de24e1487943",4,5,1,145
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1",6,1,3,1619
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1",6,2,1,249
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1",6,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1",6,4,1,365
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1",6,5,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9610f0dd-ff9f-4bd4-b311-459a04f965ca",5,1,2,614
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9610f0dd-ff9f-4bd4-b311-459a04f965ca",5,2,1,212
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9610f0dd-ff9f-4bd4-b311-459a04f965ca",5,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9610f0dd-ff9f-4bd4-b311-459a04f965ca",5,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9610f0dd-ff9f-4bd4-b311-459a04f965ca",5,5,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"df6523cd-3270-4298-8d6f-00aa8e9455e6",7,1,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"df6523cd-3270-4298-8d6f-00aa8e9455e6",7,2,4,1400
"34359006-f70f-438e-85d0-420cf2fe6944",156,"df6523cd-3270-4298-8d6f-00aa8e9455e6",7,3,2,831
"34359006-f70f-438e-85d0-420cf2fe6944",156,"df6523cd-3270-4298-8d6f-00aa8e9455e6",7,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"df6523cd-3270-4298-8d6f-00aa8e9455e6",7,5,2,1077
"34359006-f70f-438e-85d0-420cf2fe6944",156,"54c68134-2c2a-4f2e-974b-32310830af0e",8,1,2,1281
"34359006-f70f-438e-85d0-420cf2fe6944",156,"54c68134-2c2a-4f2e-974b-32310830af0e",8,2,1,531
"34359006-f70f-438e-85d0-420cf2fe6944",156,"54c68134-2c2a-4f2e-974b-32310830af0e",8,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"54c68134-2c2a-4f2e-974b-32310830af0e",8,4,2,492
"34359006-f70f-438e-85d0-420cf2fe6944",156,"54c68134-2c2a-4f2e-974b-32310830af0e",8,5,2,460
"34359006-f70f-438e-85d0-420cf2fe6944",156,"055d198c-f8b0-47b7-9eb3-94fc57808f93",9,1,1,117
"34359006-f70f-438e-85d0-420cf2fe6944",156,"055d198c-f8b0-47b7-9eb3-94fc57808f93",9,2,4,1019
"34359006-f70f-438e-85d0-420cf2fe6944",156,"055d198c-f8b0-47b7-9eb3-94fc57808f93",9,3,4,715
"34359006-f70f-438e-85d0-420cf2fe6944",156,"055d198c-f8b0-47b7-9eb3-94fc57808f93",9,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"055d198c-f8b0-47b7-9eb3-94fc57808f93",9,5,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cea293cd-b0b1-40ea-8e71-756b3956e8ad",10,1,2,850
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cea293cd-b0b1-40ea-8e71-756b3956e8ad",10,2,2,724
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cea293cd-b0b1-40ea-8e71-756b3956e8ad",10,3,1,256
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cea293cd-b0b1-40ea-8e71-756b3956e8ad",10,4,2,709
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cea293cd-b0b1-40ea-8e71-756b3956e8ad",10,5,1,260
"34359006-f70f-438e-85d0-420cf2fe6944",156,"de86783a-ac86-419a-a230-dad6b421fba4",11,1,1,910
"34359006-f70f-438e-85d0-420cf2fe6944",156,"de86783a-ac86-419a-a230-dad6b421fba4",11,2,1,94
"34359006-f70f-438e-85d0-420cf2fe6944",156,"de86783a-ac86-419a-a230-dad6b421fba4",11,3,1,141
"34359006-f70f-438e-85d0-420cf2fe6944",156,"de86783a-ac86-419a-a230-dad6b421fba4",11,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"de86783a-ac86-419a-a230-dad6b421fba4",11,5,1,338
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a",14,1,1,176
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a",14,2,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a",14,3,1,272
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a",14,4,1,308
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a",14,5,2,258
"34359006-f70f-438e-85d0-420cf2fe6944",156,"06026e76-f9a4-4fb9-877d-bcd33373cdab",13,1,5,803
"34359006-f70f-438e-85d0-420cf2fe6944",156,"06026e76-f9a4-4fb9-877d-bcd33373cdab",13,2,7,1668
"34359006-f70f-438e-85d0-420cf2fe6944",156,"06026e76-f9a4-4fb9-877d-bcd33373cdab",13,3,3,382
"34359006-f70f-438e-85d0-420cf2fe6944",156,"06026e76-f9a4-4fb9-877d-bcd33373cdab",13,4,2,496
"34359006-f70f-438e-85d0-420cf2fe6944",156,"06026e76-f9a4-4fb9-877d-bcd33373cdab",13,5,4,1748
"34359006-f70f-438e-85d0-420cf2fe6944",156,"27e050a3-45e8-4076-9c25-32be9040da4e",16,1,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"27e050a3-45e8-4076-9c25-32be9040da4e",16,2,3,1415
"34359006-f70f-438e-85d0-420cf2fe6944",156,"27e050a3-45e8-4076-9c25-32be9040da4e",16,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"27e050a3-45e8-4076-9c25-32be9040da4e",16,4,1,290
"34359006-f70f-438e-85d0-420cf2fe6944",156,"27e050a3-45e8-4076-9c25-32be9040da4e",16,5,1,162
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c",15,1,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c",15,2,2,382
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c",15,3,1,75
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c",15,4,1,274
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c",15,5,2,657
"34359006-f70f-438e-85d0-420cf2fe6944",156,"398e712a-fae6-451d-83c9-a7e500227e62",17,1,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"398e712a-fae6-451d-83c9-a7e500227e62",17,2,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"398e712a-fae6-451d-83c9-a7e500227e62",17,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"398e712a-fae6-451d-83c9-a7e500227e62",17,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"398e712a-fae6-451d-83c9-a7e500227e62",17,5,1,349
"34359006-f70f-438e-85d0-420cf2fe6944",156,"65681129-f83c-4293-9ce3-9d1429367fd0",19,1,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"65681129-f83c-4293-9ce3-9d1429367fd0",19,2,3,636
"34359006-f70f-438e-85d0-420cf2fe6944",156,"65681129-f83c-4293-9ce3-9d1429367fd0",19,3,3,2132
"34359006-f70f-438e-85d0-420cf2fe6944",156,"65681129-f83c-4293-9ce3-9d1429367fd0",19,4,1,17
"34359006-f70f-438e-85d0-420cf2fe6944",156,"65681129-f83c-4293-9ce3-9d1429367fd0",19,5,3,1124
"34359006-f70f-438e-85d0-420cf2fe6944",156,"035a43cf-cf88-4675-85e7-11eeb0b3641c",18,1,3,2195
"34359006-f70f-438e-85d0-420cf2fe6944",156,"035a43cf-cf88-4675-85e7-11eeb0b3641c",18,2,3,1074
"34359006-f70f-438e-85d0-420cf2fe6944",156,"035a43cf-cf88-4675-85e7-11eeb0b3641c",18,3,1,269
"34359006-f70f-438e-85d0-420cf2fe6944",156,"035a43cf-cf88-4675-85e7-11eeb0b3641c",18,4,1,298
"34359006-f70f-438e-85d0-420cf2fe6944",156,"035a43cf-cf88-4675-85e7-11eeb0b3641c",18,5,3,2009
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78",20,1,1,445
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78",20,2,2,217
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78",20,3,1,399
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78",20,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78",20,5,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"bf743fbf-9be2-49a1-bf7e-0b53276e6529",21,1,1,638
"34359006-f70f-438e-85d0-420cf2fe6944",156,"bf743fbf-9be2-49a1-bf7e-0b53276e6529",21,2,1,111
"34359006-f70f-438e-85d0-420cf2fe6944",156,"bf743fbf-9be2-49a1-bf7e-0b53276e6529",21,3,1,118
"34359006-f70f-438e-85d0-420cf2fe6944",156,"bf743fbf-9be2-49a1-bf7e-0b53276e6529",21,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"bf743fbf-9be2-49a1-bf7e-0b53276e6529",21,5,1,198
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee",23,1,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee",23,2,1,259
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee",23,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee",23,4,1,239
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee",23,5,1,402
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9577727a-fa45-4185-9778-4a56a41cf0f6",22,1,1,1153
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9577727a-fa45-4185-9778-4a56a41cf0f6",22,2,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9577727a-fa45-4185-9778-4a56a41cf0f6",22,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9577727a-fa45-4185-9778-4a56a41cf0f6",22,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"9577727a-fa45-4185-9778-4a56a41cf0f6",22,5,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"073891b7-a928-4ff0-83e3-56f4d1a6315e",24,1,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"073891b7-a928-4ff0-83e3-56f4d1a6315e",24,2,2,949
"34359006-f70f-438e-85d0-420cf2fe6944",156,"073891b7-a928-4ff0-83e3-56f4d1a6315e",24,3,1,256
"34359006-f70f-438e-85d0-420cf2fe6944",156,"073891b7-a928-4ff0-83e3-56f4d1a6315e",24,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"073891b7-a928-4ff0-83e3-56f4d1a6315e",24,5,1,855
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cc933e0b-091f-4ef4-bfc8-11f2076d4396",25,1,1,238
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cc933e0b-091f-4ef4-bfc8-11f2076d4396",25,2,3,536
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cc933e0b-091f-4ef4-bfc8-11f2076d4396",25,3,2,76
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cc933e0b-091f-4ef4-bfc8-11f2076d4396",25,4,3,868
"34359006-f70f-438e-85d0-420cf2fe6944",156,"cc933e0b-091f-4ef4-bfc8-11f2076d4396",25,5,2,746
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4ed0a862-3163-449b-bb48-ca8b9ce3add0",26,1,1,287
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4ed0a862-3163-449b-bb48-ca8b9ce3add0",26,2,4,2502
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4ed0a862-3163-449b-bb48-ca8b9ce3add0",26,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4ed0a862-3163-449b-bb48-ca8b9ce3add0",26,4,1,504
"34359006-f70f-438e-85d0-420cf2fe6944",156,"4ed0a862-3163-449b-bb48-ca8b9ce3add0",26,5,4,882
"34359006-f70f-438e-85d0-420cf2fe6944",156,"473d2e90-02dd-483e-ad19-3966ec20050a",27,1,1,798
"34359006-f70f-438e-85d0-420cf2fe6944",156,"473d2e90-02dd-483e-ad19-3966ec20050a",27,2,1,33
"34359006-f70f-438e-85d0-420cf2fe6944",156,"473d2e90-02dd-483e-ad19-3966ec20050a",27,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"473d2e90-02dd-483e-ad19-3966ec20050a",27,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"473d2e90-02dd-483e-ad19-3966ec20050a",27,5,1,345
"34359006-f70f-438e-85d0-420cf2fe6944",156,"03964ff9-d24f-4a0a-a492-3a177e16eb11",28,1,1,399
"34359006-f70f-438e-85d0-420cf2fe6944",156,"03964ff9-d24f-4a0a-a492-3a177e16eb11",28,2,1,565
"34359006-f70f-438e-85d0-420cf2fe6944",156,"03964ff9-d24f-4a0a-a492-3a177e16eb11",28,3,1,100
"34359006-f70f-438e-85d0-420cf2fe6944",156,"03964ff9-d24f-4a0a-a492-3a177e16eb11",28,4,1,136
"34359006-f70f-438e-85d0-420cf2fe6944",156,"03964ff9-d24f-4a0a-a492-3a177e16eb11",28,5,1,158
"34359006-f70f-438e-85d0-420cf2fe6944",156,"e87291fb-8da5-4c7a-af30-4413737f2401",29,1,1,491
"34359006-f70f-438e-85d0-420cf2fe6944",156,"e87291fb-8da5-4c7a-af30-4413737f2401",29,2,1,33
"34359006-f70f-438e-85d0-420cf2fe6944",156,"e87291fb-8da5-4c7a-af30-4413737f2401",29,3,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"e87291fb-8da5-4c7a-af30-4413737f2401",29,4,0,0
"34359006-f70f-438e-85d0-420cf2fe6944",156,"e87291fb-8da5-4c7a-af30-4413737f2401",29,5,1,874
"34359006-f70f-438e-85d0-420cf2fe6944",156,"915ec45f-204b-411d-8ed7-7fdecb385e39",35,1,1,204
"34359006-f70f-438e-85d0-420cf2fe6944",156,"915ec45f-204b-411d-8ed7-7fdecb385e39",35,2,3,2563
"34359006-f70f-438e-85d0-420cf2fe6944",156,"915ec45f-204b-411d-8ed7-7fdecb385e39",35,3,1,157
"34359006-f70f-438e-85d0-420cf2fe6944",156,"915ec45f-204b-411d-8ed7-7fdecb385e39",35,4,2,1230
"34359006-f70f-438e-85d0-420cf2fe6944",156,"915ec45f-204b-411d-8ed7-7fdecb385e39",35,5,1,248
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"199d1269-1d8a-420a-a986-1f4f2ab4355f",38,1,1,295
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"199d1269-1d8a-420a-a986-1f4f2ab4355f",38,2,1,459
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"199d1269-1d8a-420a-a986-1f4f2ab4355f",38,3,2,1307
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"199d1269-1d8a-420a-a986-1f4f2ab4355f",38,4,2,464
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"199d1269-1d8a-420a-a986-1f4f2ab4355f",38,5,2,638
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"fd0537e8-3103-47f8-9998-44570bb8a45e",39,1,0,0
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"fd0537e8-3103-47f8-9998-44570bb8a45e",39,2,1,479
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"fd0537e8-3103-47f8-9998-44570bb8a45e",39,3,3,882
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"fd0537e8-3103-47f8-9998-44570bb8a45e",39,4,3,240
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"fd0537e8-3103-47f8-9998-44570bb8a45e",39,5,3,491
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"149c1889-4e83-4153-b763-54fb60e60d99",41,1,5,2848
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"149c1889-4e83-4153-b763-54fb60e60d99",41,2,3,660
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"149c1889-4e83-4153-b763-54fb60e60d99",41,3,2,967
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"149c1889-4e83-4153-b763-54fb60e60d99",41,4,4,865
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"149c1889-4e83-4153-b763-54fb60e60d99",41,5,3,416
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"14229a71-f44e-4149-9f3c-aa7415691eae",42,1,1,414
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"14229a71-f44e-4149-9f3c-aa7415691eae",42,2,0,0
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"14229a71-f44e-4149-9f3c-aa7415691eae",42,3,1,31
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"14229a71-f44e-4149-9f3c-aa7415691eae",42,4,0,0
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"14229a71-f44e-4149-9f3c-aa7415691eae",42,5,0,0
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"a724528f-7fe6-4ad6-bba1-21cb02db2af5",43,1,2,1425
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"a724528f-7fe6-4ad6-bba1-21cb02db2af5",43,2,1,330
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"a724528f-7fe6-4ad6-bba1-21cb02db2af5",43,3,3,630
"20f3c152-6ebf-49db-8e1a-00eebd99feb6",672,"a724528f-7fe6-4ad6-bba1-21cb02db2af5",43,4,4,884
