study_id,tester_id,tester_created_at,tester_name,tester_age,tester_gender,tester_display_gender,tester_tags,tester_quality_grade,"D'après vous, le plateau est-il équilibré ?  - 156.jpg","D'après vous, le plateau est-il équilibré ?  - 672.jpg","D'après vous, le plateau est-il équilibré ?  - 756.jpg","D'après vous, le plateau est-il équilibré ?  - 421.jpg","D'après vous, le plateau est-il équilibré ?  - 489.jpg","D'après vous, le plateau est-il équilbré ?  - 327.jpg","D'après vous, le plateau est-il équilibré ? - 238.jpg","D'après vous, le plateau est-il équilibré ? - 352.jpg","D'après vous, le plateau est-il équilibré ?  - 980.jpg",notes
567276aa-03f8-41ca-88f3-016fad3da23d,38c90b27-ea8c-4111-a922-4e81390fefab,2022-01-12T17:41:16+00:00,"37, Female, 23",23,0,female,,5,"Il n'est pas équilibré","Il est équilibré","Il est équilibré","Il est équilibré","Il est équilibré ","Il n'est pas équilibré","Il est équilibré","Il est presque équilibré","Il est équilibré","RealEye v8.14.1; 2022-01-19T09:31:08+00:00"
567276aa-03f8-41ca-88f3-016fad3da23d,5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18,2022-01-12T17:19:39+00:00,"36, Male, 24",24,1,male,,5,"Il n'est pas équilibré","Il est équilibré","Il est équilibré","Il n'est pas équilibré","Il est presque équilibré","Il n'est pas équilibré","Il est presque équilibré","Il est équilibré","Il est équilibré",
567276aa-03f8-41ca-88f3-016fad3da23d,0cd83ffd-f258-4775-a358-c55074060d88,2022-01-12T16:28:45+00:00,"33, Female, 23",23,0,female,,5,"Il n'est pas équilibré","Il est presque équilibré","Il est presque équilibré","Il est presque équilibré","Il est équilibré ","Il n'est pas équilibré","Il n'est pas équilibré","Il n'est pas équilibré","Il est équilibré",
567276aa-03f8-41ca-88f3-016fad3da23d,c19419a4-de5b-4642-b925-120bf7999f25,2022-01-12T16:25:18+00:00,"33, Male, 22",22,1,male,,5,"Il n'est pas équilibré","Il n'est pas équilibré","Il est presque équilibré","Il n'est pas équilibré","Il est presque équilibré","Il n'est pas équilibré","Il est équilibré","Il est presque équilibré","Il est presque équilibré",
567276aa-03f8-41ca-88f3-016fad3da23d,6caef30c-9e58-4bd8-bf6a-e3dcac4256f1,2022-01-12T15:45:52+00:00,"32, Male, 38",38,1,male,,5,"Il est presque équilibré","Il est équilibré","Il est équilibré","Il est équilibré","Il est équilibré ","Il n'est pas équilibré","Il est équilibré","Il est presque équilibré","Il est équilibré",
567276aa-03f8-41ca-88f3-016fad3da23d,98a2ab99-afcb-447e-ae8d-4b96b374e4d7,2022-01-12T15:14:19+00:00,"31, Female, 24",24,0,female,,5,"Il n'est pas équilibré","Il n'est pas équilibré","Il est équilibré","Il n'est pas équilibré","Il est équilibré ","Il n'est pas équilibré","Il est équilibré","Il est presque équilibré","Il est équilibré",
567276aa-03f8-41ca-88f3-016fad3da23d,4436282c-7d0f-4334-ba8d-80b7cfe2b849,2022-01-12T15:13:04+00:00,"30, Female, 21",21,0,female,,5,"Il n'est pas équilibré","Il est presque équilibré","Il est équilibré","Il n'est pas équilibré","Il est équilibré ","Il est presque équilibré","Il est équilibré","Il est équilibré","Il est équilibré",
