tester_id;tester_age;tester_gender;tester_display_gender;tester_tags;tester_quality_grade;tester_quality_grade_item;item_id;test_id;test_created_at;test_duration_ms;test_browser_width_px;test_browser_height_px;test_item_display_order;gaze_x_percents;gaze_y_percents;gaze_timestamp_ms;mouse_x_percents;mouse_y_percents;mouse_has_clicked;notes
a3622d41-fbad-4415-af67-ec0876d61a04;22;0;female;;5;4;91f3dfa2-63fb-4097-ae28-0fa98100cc15;402fdc65-c955-4cdb-8d49-f338ccad1dd3;2022-01-04T14:42:22+00:00;51187;1696;954;1;;;;;;;RealEye v8.13.9
;;;;;;;;;;;;;16.804245283019;19.287211740042;86;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;17.865566037736;23.794549266247;143;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;17.865566037736;23.794549266247;154;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;17.865566037736;23.794549266247;166;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;17.865566037736;23.794549266247;182;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;17.865566037736;23.794549266247;199;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;17.585495283019;23.794549266247;216;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;17.305424528302;23.794549266247;233;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;17.025353773585;23.794549266247;242;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.745283018868;23.794549266247;258;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;274;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;291;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;308;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;309;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;326;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;343;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;352;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;369;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;386;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;399;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;23.409703504043;415;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;24.528301886792;432;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;24.528301886792;449;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;24.528301886792;466;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;24.528301886792;469;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;27.037607495829;486;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;29.546913104865;503;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;518;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;532;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;546;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;560;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;574;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;591;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;608;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;621;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;638;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;655;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.712788259958;667;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;30.255384028969;683;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;29.769392033543;700;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;28.387455611175;717;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;27.005519188808;734;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;16.215464959569;25.786163522013;749;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;15.885203035275;22.570868653723;766;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;13.727953240361;21.069182389937;783;49.941037735849;52.201257861635;;;
;;;;;;;;;;;;;12.205188679245;21.069182389937;795;49.941037735849;52.201257861635;;;
