"id","num_stimulus","legumes_fix","feculents_fix","proteines_fix","fruits_fix","legumes_tps","feculents_tps","proteines_tps","fruits_tps","classe","tester_id","item_id","pays","tot_fix","pct_feculents_fix","pct_proteines_fix","pct_legumes_fix","pct_fruits_fix","tot_tps","pct_feculents_tps","pct_proteines_tps","pct_legumes_tps","pct_fruits_tps"
32,672,1,0,0,0,155,0,0,0,"Equilibre","6caef30c-9e58-4bd8-bf6a-e3dcac4256f1","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",1,0,0,100,0,155,0,0,100,0
33,672,3,1,0,1,693,34,0,34,"PasEquilibre","c19419a4-de5b-4642-b925-120bf7999f25","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",5,20,0,60,20,761,4.46780551905388,0,91.0643889618922,4.46780551905388
34,672,3,2,0,1,317,360,0,296,"PresqueEquilibre","0cd83ffd-f258-4775-a358-c55074060d88","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",6,33.3333333333333,0,50,16.6666666666667,973,36.9989722507708,0,32.5796505652621,30.4213771839671
36,672,2,0,0,0,161,0,0,0,"Equilibre","5b5b9eb7-f06a-48a3-b3e8-675a7f2faf18","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",2,0,0,100,0,161,0,0,100,0
38,756,0,3,2,0,0,739,125,0,"Equilibre","199d1269-1d8a-420a-a986-1f4f2ab4355f","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",5,60,40,0,0,864,85.5324074074074,14.4675925925926,0,0
39,756,2,1,1,1,239,904,904,307,"Equilibre","fd0537e8-3103-47f8-9998-44570bb8a45e","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",5,20,20,40,20,2354,38.4027187765506,38.4027187765506,10.1529311809686,13.0416312659303
41,756,1,1,1,0,252,240,240,0,"Equilibre","149c1889-4e83-4153-b763-54fb60e60d99","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",3,33.3333333333333,33.3333333333333,33.3333333333333,0,732,32.7868852459016,32.7868852459016,34.4262295081967,0
42,756,0,1,1,0,0,679,679,0,"Equilibre","14229a71-f44e-4149-9f3c-aa7415691eae","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",2,50,50,0,0,1358,50,50,0,0
43,756,0,3,1,0,0,1166,694,0,"PresqueEquilibre","a724528f-7fe6-4ad6-bba1-21cb02db2af5","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",4,75,25,0,0,1860,62.6881720430107,37.3118279569892,0,0
44,756,0,1,0,0,0,174,0,0,"Equilibre","4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",1,100,0,0,0,174,100,0,0,0
46,756,0,1,1,0,0,199,199,0,"Equilibre","4f147d0e-54ac-4b89-a269-aaa7819fb0ef","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",2,50,50,0,0,398,50,50,0,0
45,756,2,0,0,0,317,0,0,0,"Equilibre","c464d108-c77f-41e7-bcbc-d5855c9a7968","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",2,0,0,100,0,317,0,0,100,0
47,756,1,2,1,0,157,505,15,0,"Equilibre","b20e7a20-ca68-410c-8214-fbb92bfdfe17","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",4,50,25,25,0,677,74.5937961595273,2.21565731166913,23.1905465288035,0
48,756,0,0,0,0,0,0,0,0,"Equilibre","131f7620-d15d-4560-86ab-564145745b9b","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",0, , , , ,0, , , , 
2,756,0,1,1,0,0,257,257,0,"PresqueEquilibre","131ecf76-b806-4557-b2c0-183a418357ba","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",2,50,50,0,0,514,50,50,0,0
3,756,1,1,1,0,616,116,116,0,"Equilibre","10e732f6-9a6a-474a-82e2-a4060fc8dffe","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",3,33.3333333333333,33.3333333333333,33.3333333333333,0,848,13.6792452830189,13.6792452830189,72.6415094339623,0
4,756,0,3,2,0,0,568,361,0,"Equilibre","646465ef-0ad6-44cc-bd31-de24e1487943","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",5,60,40,0,0,929,61.1410118406889,38.8589881593111,0,0
6,756,0,2,1,0,0,622,613,0,"Equilibre","aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",3,66.6666666666667,33.3333333333333,0,0,1235,50.3643724696356,49.6356275303644,0,0
5,756,1,1,1,0,34,345,345,0,"Equilibre","9610f0dd-ff9f-4bd4-b311-459a04f965ca","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",3,33.3333333333333,33.3333333333333,33.3333333333333,0,724,47.6519337016575,47.6519337016575,4.69613259668508,0
7,756,1,2,1,0,728,522,127,0,"Equilibre","df6523cd-3270-4298-8d6f-00aa8e9455e6","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",4,50,25,25,0,1377,37.9084967320261,9.22294843863471,52.8685548293391,0
8,756,1,2,1,0,297,156,14,0,"Equilibre","54c68134-2c2a-4f2e-974b-32310830af0e","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",4,50,25,25,0,467,33.4047109207709,2.99785867237687,63.5974304068523,0
9,756,0,1,1,0,0,307,307,0,"Equilibre","055d198c-f8b0-47b7-9eb3-94fc57808f93","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",2,50,50,0,0,614,50,50,0,0
10,756,1,1,1,0,138,652,652,0,"Equilibre","cea293cd-b0b1-40ea-8e71-756b3956e8ad","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",3,33.3333333333333,33.3333333333333,33.3333333333333,0,1442,45.2149791955617,45.2149791955617,9.57004160887656,0
11,756,1,0,0,1,79,0,0,354,"PresqueEquilibre","de86783a-ac86-419a-a230-dad6b421fba4","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",2,0,0,50,50,433,0,0,18.2448036951501,81.7551963048499
14,756,0,2,1,1,0,192,32,194,"PresqueEquilibre","9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",4,50,25,0,25,418,45.933014354067,7.6555023923445,0,46.4114832535885
13,756,0,1,1,0,0,1020,1020,0,"PresqueEquilibre","06026e76-f9a4-4fb9-877d-bcd33373cdab","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",2,50,50,0,0,2040,50,50,0,0
